,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.49,0.86,0.51,0.66,0.49,0.35,0.79,1.0,0.73,0.76,0.33,0.64,0.82,0.83,0.75,0.78,0.8
bionote.csv,0.65,0.86,0.63,0.8,0.51,0.71,0.68,0.47,0.7,0.82,0.63,0.67,0.23,0.49,0.7,0.76,0.74
bullet.csv,0.89,0.82,0.72,0.79,0.63,0.51,0.4,0.73,0.91,0.55,0.78,0.71,0.95,0.59,0.89,0.57,0.64
dxengine.csv,0.95,0.66,0.89,0.83,0.46,1.01,0.71,0.86,0.95,0.66,0.57,0.56,0.88,1.0,0.87,0.86,0.84
emono.csv,0.79,0.71,0.52,0.98,0.63,1.01,0.8,0.41,0.87,0.71,0.81,0.78,0.93,0.74,0.8,1.02,0.51
findbugs.csv,0.57,0.53,0.58,0.76,0.64,0.55,0.73,0.47,0.49,0.66,0.9,0.66,0.64,0.56,0.52,1.01,0.47
hazelcast.csv,0.49,0.55,0.71,0.91,0.62,0.07,0.69,0.6,0.59,0.95,0.56,0.63,0.67,0.63,0.82,0.19,0.87
jedit.csv,0.34,0.84,0.9,0.97,0.98,1.0,1.0,0.98,0.82,1.0,0.98,0.9,0.86,0.56,0.92,1.0,1.0
jmonkeyengine.csv,0.94,0.77,0.86,0.84,0.71,0.82,0.71,0.71,0.43,0.75,1.0,0.85,0.49,0.86,0.75,1.15,0.79
kolmafia.csv,0.82,0.67,0.67,0.94,0.77,0.38,0.73,0.85,0.84,0.84,0.97,0.77,0.8,0.39,0.89,0.62,0.85
lamp.csv,0.45,0.43,0.5,0.75,0.51,0.32,0.65,0.57,0.58,0.7,0.52,0.63,0.4,1.0,0.64,0.69,1.0
lcfizvtop.csv,0.6,0.59,0.62,0.6,0.61,0.4,0.6,0.89,0.73,0.71,0.6,0.34,0.7,0.85,0.87,0.48,0.92
onotoa.csv,0.81,0.84,0.78,0.51,0.96,1.02,0.76,0.85,0.72,0.63,0.87,1.02,0.82,0.88,0.78,1.09,0.62
openintents.csv,0.86,0.97,0.79,0.45,0.88,0.48,0.77,0.8,1.0,0.83,0.81,0.89,0.79,0.9,0.83,1.05,0.77
qlc.csv,0.64,0.58,0.67,0.57,0.56,0.58,0.66,0.59,0.54,0.74,0.78,0.74,0.5,0.47,0.7,0.48,0.58
triplea.csv,0.67,0.8,0.49,0.91,0.86,0.9,0.56,0.6,0.66,0.68,0.64,0.63,0.93,0.98,0.74,1.0,0.9
