,ontomorphtab.csv,delphilhlplib.csv,flexpay.csv,gabel.csv,img-browse-sort.csv,passwordsafe.csv,genoviz.csv
delphilhlplib.csv,0.71,0.85,0.49,0.88,0.54,0.61,1.0
flexpay.csv,0.4,0.91,0.44,0.62,0.77,0.4,0.8
gabel.csv,0.43,0.11,0.29,0.75,0.38,0.37,0.8
genoviz.csv,0.34,0.75,0.42,0.75,0.31,0.21,1.0
img-browse-sort.csv,0.57,0.34,0.54,0.88,0.62,0.4,0.4
ontomorphtab.csv,0.69,1.0,0.79,0.88,0.92,0.91,1.0
passwordsafe.csv,0.66,0.43,0.83,1.0,0.77,0.65,1.0
