,ontomorphtab.csv,delphilhlplib.csv,flexpay.csv,gabel.csv,img-browse-sort.csv,passwordsafe.csv,genoviz.csv
delphilhlplib.csv,0.38,0.28,0.33,0.32,0.16,0.28,0.78
flexpay.csv,0.14,1.0,0.26,0.18,0.79,0.4,0.36
gabel.csv,0.1,0.06,0.19,0.18,0.16,0.08,0.49
genoviz.csv,0.05,0.67,0.36,0.21,0.11,0.0,0.04
img-browse-sort.csv,0.38,0.39,0.51,0.42,0.16,0.15,0.29
ontomorphtab.csv,0.24,1.0,0.65,0.51,0.84,0.69,0.69
passwordsafe.csv,0.33,0.5,0.76,0.61,0.32,0.22,0.51
