,pclasses.csv,re2c.csv,psrchive.csv,liferea.csv,log4net.csv,jmol.csv,tycho.csv,xfce.csv,adobe-source.csv,ibatisdb.csv
adobe-source.csv,0.0,0.12,0.03,0.05,0.69,0.35,0.11,0.08,0.0,0.56
ibatisdb.csv,0.09,0.0,0.11,0.16,0.18,0.17,0.29,0.34,0.31,0.0
jmol.csv,0.23,0.63,0.41,0.84,0.38,0.0,0.54,0.31,0.38,0.38
liferea.csv,0.11,0.18,0.12,0.0,0.25,0.22,0.14,0.12,0.17,0.17
log4net.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pclasses.csv,0.0,0.08,0.19,0.0,0.6,0.35,0.57,0.01,0.26,0.5
psrchive.csv,0.02,0.0,0.0,0.0,0.12,0.26,0.04,0.01,0.04,0.07
re2c.csv,0.2,0.0,0.12,0.14,0.31,0.22,0.39,0.29,0.33,0.2
tycho.csv,0.14,0.16,0.15,0.27,0.18,0.22,0.0,0.08,0.14,0.71
xfce.csv,0.27,0.71,0.64,0.5,0.62,0.57,0.36,0.03,0.53,0.53
