,pclasses.csv,re2c.csv,psrchive.csv,liferea.csv,log4net.csv,jmol.csv,tycho.csv,xfce.csv,adobe-source.csv,ibatisdb.csv
adobe-source.csv,0.91,0.2,0.71,0.85,1.21,0.71,0.89,0.86,0.13,0.79
ibatisdb.csv,0.91,1.0,0.86,0.86,0.69,0.85,0.9,0.57,0.83,0.03
jmol.csv,0.68,0.8,0.65,0.84,0.51,0.02,0.62,0.67,0.55,0.77
liferea.csv,1.01,0.85,0.58,0.0,1.03,0.61,0.84,0.65,0.69,0.88
log4net.csv,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
pclasses.csv,0.0,0.84,1.02,1.0,0.9,0.78,0.77,0.99,0.81,0.79
psrchive.csv,0.91,1.0,0.14,1.0,1.01,0.77,0.91,0.95,0.83,0.97
re2c.csv,0.93,0.0,0.51,0.93,0.45,0.83,0.72,0.92,0.78,1.02
tycho.csv,0.83,0.52,0.73,0.82,0.38,0.77,0.0,0.95,0.68,0.83
xfce.csv,0.78,0.78,0.66,0.51,0.91,0.63,0.77,0.04,0.61,0.55
