,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,wheat.csv,panda3d.csv,chrysalis.csv
benojt.csv,0.87,1.0,1.0,0.01,0.98,1.0,1.0,1.0,0.99
chrysalis.csv,0.65,0.78,0.74,0.6,0.93,0.75,0.53,0.65,0.11
jahshaka.csv,0.84,0.02,0.8,0.76,1.01,0.78,0.9,0.66,0.82
jam-daq.csv,0.59,0.72,0.96,0.42,0.84,0.04,0.79,0.85,0.8
jatlas.csv,0.87,0.91,1.0,0.97,0.0,0.83,1.0,1.0,1.0
jedit.csv,0.04,0.52,0.7,0.2,1.08,0.61,0.85,0.83,0.47
open-media-library.csv,0.69,0.85,0.0,0.78,0.57,0.62,0.76,0.67,0.84
panda3d.csv,0.86,0.91,0.95,0.82,0.62,0.83,0.81,0.08,0.96
wheat.csv,0.59,0.55,0.62,0.73,0.66,0.71,0.07,0.63,0.83
