,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,wheat.csv,panda3d.csv,chrysalis.csv
benojt.csv,0.0,4.0,4.0,0.0,41.0,1.0,0.0,3.0,41.0
chrysalis.csv,0.0,9.0,0.0,0.0,40.0,1.0,0.0,2.0,0.0
jahshaka.csv,3.0,1.0,4.0,0.0,66.0,6.0,2.0,3.0,7.0
jam-daq.csv,2.0,8.0,3.0,0.0,9.0,0.0,0.0,3.0,9.0
jatlas.csv,4.0,0.0,85.0,0.0,0.0,1.0,51.0,154.0,160.0
jedit.csv,0.0,2.0,1.0,0.0,66.0,4.0,2.0,11.0,6.0
open-media-library.csv,1.0,3.0,0.0,0.0,17.0,0.0,1.0,8.0,16.0
panda3d.csv,2.0,0.0,3.0,0.0,6.0,2.0,0.0,1.0,5.0
wheat.csv,0.0,3.0,2.0,0.0,10.0,0.0,0.0,3.0,10.0
