,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,wheat.csv,panda3d.csv,chrysalis.csv
benojt.csv,0.48,0.18,0.47,1.0,0.08,0.45,0.54,0.31,0.17
chrysalis.csv,0.49,0.18,0.47,1.0,0.05,0.43,0.71,0.38,0.96
jahshaka.csv,0.71,0.92,0.47,1.0,0.0,0.43,0.6,0.34,0.29
jam-daq.csv,0.62,0.19,0.21,1.0,0.06,1.0,0.86,0.24,0.2
jatlas.csv,0.53,1.0,0.0,1.0,1.0,0.67,0.0,0.0,0.0
jedit.csv,0.98,0.33,0.5,1.0,0.0,0.52,0.42,0.28,0.28
open-media-library.csv,0.49,0.14,1.0,0.96,0.11,0.54,0.53,0.36,0.15
panda3d.csv,0.6,0.5,0.23,1.0,0.17,0.67,0.55,0.98,0.12
wheat.csv,0.55,0.26,0.53,1.0,0.11,0.45,1.0,0.36,0.19
