,kvs.csv,phet.csv,jasperreports.csv,fido.csv,hibernate.csv,geogebra.csv,fluent-nhibernate.csv
fido.csv,0.0,0.0,0.11,0.38,0.25,0.02,0.28
fluent-nhibernate.csv,0.0,0.2,0.34,0.06,0.36,0.44,0.49
geogebra.csv,0.44,0.24,0.27,0.05,0.4,0.52,0.37
hibernate.csv,0.2,0.26,0.1,0.11,0.46,0.46,0.19
jasperreports.csv,0.38,0.38,0.45,0.1,0.36,0.38,0.2
kvs.csv,0.56,0.31,0.21,0.13,0.36,0.37,0.1
phet.csv,0.34,0.49,0.02,0.06,0.26,0.21,0.05
