,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.0,0.26,0.91,0.15,0.1
k3b.csv,0.57,0.69,0.73,0.25,0.79
myfaces.csv,0.33,0.69,0.49,0.47,0.56
robocode.csv,0.71,0.63,0.61,0.35,0.69
zildo.csv,0.47,0.71,0.8,0.27,0.64
