,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.4,0.5,0.78,0.29,0.54,0.4,0.11,0.4,0.6,0.0
flylegacy.csv,0.37,0.81,0.85,0.19,0.6,0.35,0.18,0.72,0.3,0.52
jguard.csv,0.37,0.69,0.76,0.17,0.62,0.5,0.19,0.8,0.3,0.42
m-a-d-n-e-s-s.csv,0.62,1.0,0.67,0.22,0.71,0.0,0.0,1.0,0.71,0.0
mob-sen-plat.csv,0.39,0.84,0.78,0.15,0.62,0.32,0.22,0.77,0.43,0.5
raygina.csv,0.59,0.0,0.81,0.17,0.56,0.4,0.22,0.91,0.52,0.43
st-filteredstatistics.csv,0.38,0.81,0.74,0.15,0.63,0.4,0.19,0.92,0.32,0.4
upp-mirror.csv,0.36,0.6,0.78,0.19,0.73,0.4,0.19,0.65,0.33,0.27
wishmaster.csv,0.5,0.6,0.72,0.19,0.68,0.36,0.33,0.67,0.52,0.36
yarp.csv,0.67,1.0,0.75,0.08,0.0,0.21,0.2,0.6,0.39,0.54
