,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.79,0.87,0.72,0.53,0.9,0.87,0.94,0.98,0.88,1.0
flylegacy.csv,0.72,0.62,0.46,0.61,0.75,0.84,0.78,0.95,0.92,0.57
jguard.csv,0.85,0.75,0.7,0.73,0.88,0.49,0.98,0.64,0.95,0.73
m-a-d-n-e-s-s.csv,0.8,0.97,0.83,0.85,0.92,1.0,1.0,0.87,0.34,1.0
mob-sen-plat.csv,0.74,0.33,0.66,0.75,0.7,0.78,0.64,0.67,0.49,0.57
raygina.csv,0.42,1.0,0.66,0.73,0.88,0.76,0.75,0.75,0.58,0.69
st-filteredstatistics.csv,0.95,0.52,0.92,0.88,0.74,0.62,1.0,0.26,0.79,0.97
upp-mirror.csv,0.74,0.91,0.7,0.66,0.51,0.63,0.81,0.85,0.72,0.9
wishmaster.csv,0.74,0.91,0.74,0.65,0.6,0.69,0.43,0.91,0.55,0.77
yarp.csv,0.69,0.97,0.7,0.93,1.0,0.94,0.81,0.94,0.74,0.54
