,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.14,0.14,0.69,0.25,0.2,0.54,0.45
fw4spl.csv,0.35,0.17,0.26,0.31,0.13,0.4,0.1
kftpgrabber.csv,0.47,0.0,0.42,0.23,0.0,0.72,0.51
kolmafia.csv,0.53,0.11,0.65,0.23,0.17,0.54,0.77
lazarus-ccr.csv,0.76,0.04,0.48,0.15,0.13,0.32,0.52
mia.csv,0.5,0.19,0.51,0.17,0.34,0.24,0.52
plee-the-bear.csv,0.35,0.29,0.46,0.31,0.17,0.55,0.56
