,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.75,0.44,0.45,0.47,0.5,0.4,0.68
fw4spl.csv,0.56,0.55,0.95,0.66,0.52,0.57,0.91
kftpgrabber.csv,0.34,0.96,0.66,0.83,0.93,0.42,0.47
kolmafia.csv,0.48,0.4,0.38,0.4,0.4,0.41,0.36
lazarus-ccr.csv,0.5,0.5,0.64,0.63,0.51,0.61,0.67
mia.csv,0.75,0.9,0.56,0.98,0.81,0.91,0.58
plee-the-bear.csv,0.39,0.51,0.5,0.37,0.47,0.36,0.47
