,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.0,92.0,0.0,19.0,8.0,9.0,3.0
fw4spl.csv,0.0,51.0,0.0,5.0,13.0,0.0,6.0
kftpgrabber.csv,1.0,553.0,1.0,25.0,195.0,1.0,5.0
kolmafia.csv,1.0,51.0,0.0,41.0,8.0,13.0,0.0
lazarus-ccr.csv,0.0,58.0,0.0,72.0,8.0,24.0,6.0
mia.csv,1.0,29.0,1.0,17.0,9.0,4.0,0.0
plee-the-bear.csv,0.0,5.0,0.0,4.0,16.0,2.0,1.0
