,arianne.csv,qgis.csv,phonon-vlc-mplayer.csv,arcallians.csv,mbse.csv,alsa.csv,multitude.csv,cortex-vfx.csv
alsa.csv,0.96,0.94,0.97,0.9,0.62,0.46,0.93,0.89
arcallians.csv,0.61,0.59,0.86,0.56,0.9,0.79,0.6,0.51
arianne.csv,0.52,0.61,0.85,0.51,0.65,0.57,0.6,0.72
cortex-vfx.csv,0.97,0.72,0.78,0.48,0.66,0.97,0.66,0.93
mbse.csv,0.55,0.67,0.66,0.59,0.8,0.51,0.79,0.76
multitude.csv,0.45,0.43,0.46,0.53,0.65,0.62,0.51,0.48
phonon-vlc-mplayer.csv,0.53,0.5,0.91,0.59,0.37,0.71,0.81,0.74
qgis.csv,0.78,0.56,0.83,0.37,0.97,0.65,0.53,0.5
