,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.92,0.93,0.63,0.82,0.78,0.72,0.68,0.44,0.64,0.91,0.96,0.75,0.66
bscwweasel.csv,0.97,0.86,0.56,0.36,0.54,0.8,0.64,1.0,0.65,0.63,0.74,0.86,0.86
capcode.csv,0.97,0.62,0.93,0.76,0.55,1.0,0.31,0.84,0.66,0.95,0.79,0.82,0.79
emite.csv,0.54,0.77,0.64,0.72,0.47,0.65,0.9,0.56,0.84,0.94,0.55,0.46,0.79
extprosys.csv,1.0,0.85,0.85,0.74,0.74,0.51,0.85,0.95,0.78,0.92,0.87,0.61,0.6
lamp.csv,0.76,0.41,0.64,0.63,1.0,0.63,0.78,1.0,0.54,0.97,0.62,0.84,1.0
retromenu.csv,0.97,0.58,0.62,0.71,0.26,0.8,0.88,0.49,0.81,0.87,0.6,0.69,0.7
smbopensoft.csv,0.27,0.98,0.84,0.69,0.78,0.72,0.85,0.82,0.77,0.83,0.84,0.68,0.83
snakeyaml.csv,0.48,0.66,0.6,0.65,0.51,0.62,0.82,0.52,0.77,0.89,0.43,0.91,0.61
stuproa-cims.csv,0.86,0.86,0.71,0.61,0.66,1.0,0.72,0.61,0.41,0.94,0.69,0.76,0.94
ta3d.csv,1.0,1.0,0.74,0.79,0.79,0.98,0.82,0.71,0.52,0.75,0.93,0.83,0.56
thout.csv,0.65,0.99,0.44,0.76,0.77,0.99,0.92,0.99,0.92,0.98,0.57,0.8,0.9
vrjuggler.csv,0.89,0.57,0.91,0.96,0.72,0.96,1.0,1.0,0.74,0.49,0.81,0.79,0.86
