,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.11,0.38,0.7,0.32
k3b.csv,0.96,0.17,0.78,0.5
mp-rechnungs-und-kundenverwaltung.csv,0.04,0.08,0.37,0.09
thrust.csv,0.34,0.46,0.25,0.36
