,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.17,0.59,0.51,0.76
k3b.csv,0.41,0.78,0.51,0.74
mp-rechnungs-und-kundenverwaltung.csv,0.0,0.36,0.5,0.36
thrust.csv,0.57,0.38,0.15,0.42
