,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.15,0.5,0.62,0.7
k3b.csv,0.17,0.71,0.57,0.67
mp-rechnungs-und-kundenverwaltung.csv,0.0,0.26,0.61,0.27
thrust.csv,0.74,0.31,0.16,0.36
