,f1,precision,recall,g-score,d2h
GSYVideoPlayer,"[0.84, 0.85, 0.85, 0.85, 0.84]","[0.83, 0.83, 0.83, 0.83, 0.82]","[0.85, 0.88, 0.88, 0.87, 0.87]","[0.18, 0.11, 0.07, 0.11, 0.07]","[0.85, 0.91, 0.94, 0.91, 0.94]"
