,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.9,0.74,0.97,0.69,0.0,0.93
chaperon.csv,0.02,0.0,0.02,0.0,0.0,0.06
mule.csv,0.0,0.06,0.4,0.12,0.0,0.15
nunit.csv,0.41,0.78,0.43,0.69,0.5,0.0
springside.csv,0.49,0.0,0.57,0.69,1.0,0.6
swtfox.csv,0.13,0.61,0.0,0.71,0.5,0.42
