,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.9,0.81,1.0,0.69,0.0,0.93
chaperon.csv,0.96,0.98,0.93,0.0,0.82,0.95
mule.csv,0.03,0.88,0.96,0.76,0.73,0.67
nunit.csv,0.67,0.9,0.86,0.85,0.81,0.05
springside.csv,0.61,0.04,0.81,0.69,1.09,0.68
swtfox.csv,0.76,0.91,0.03,1.23,0.89,0.88
