,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.35,0.51,0.13,0.69,1.0,0.27
chaperon.csv,0.05,0.02,0.1,1.0,0.22,0.06
mule.csv,0.98,0.15,0.14,0.29,0.32,0.4
nunit.csv,0.49,0.42,0.28,0.45,0.38,0.96
springside.csv,0.6,0.97,0.42,0.69,0.0,0.6
swtfox.csv,0.29,0.34,0.98,0.0,0.3,0.25
