,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.76,0.43,0.45,0.2,1.0,0.35
chaperon.csv,0.08,0.04,0.14,1.0,0.3,0.08
mule.csv,0.99,0.2,0.14,0.18,0.42,0.36
nunit.csv,0.54,0.36,0.26,0.1,0.51,0.97
springside.csv,0.65,0.98,0.36,0.2,0.7,0.34
swtfox.csv,0.37,0.26,0.99,0.0,0.41,0.16
