,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.38,0.58,0.38,0.43,0.43,0.36
chaperon.csv,0.88,0.0,0.75,0.75,0.9,0.91
mule.csv,0.46,0.92,0.68,0.86,0.53,0.78
nunit.csv,0.57,0.64,0.47,0.6,0.59,0.92
springside.csv,0.4,0.6,0.39,0.43,0.39,0.39
swtfox.csv,0.81,0.83,0.72,0.62,0.82,0.74
