,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.88,0.75,0.88,0.71,0.83,0.45,0.71,0.28,0.92,0.29,0.81,0.3,0.83,0.8,1.0,0.41,0.5
enzo.csv,0.19,0.79,0.53,0.49,0.63,0.22,0.46,0.26,1.0,0.16,0.37,0.18,0.8,0.81,0.51,0.25,0.45
hydrogen.csv,0.28,0.66,0.5,0.73,0.63,1.0,0.86,0.33,1.0,0.33,1.0,0.42,1.0,0.92,0.6,0.55,0.59
keyczar.csv,0.88,0.77,0.62,0.54,0.49,0.0,0.44,0.21,0.82,0.11,0.4,0.26,1.0,0.76,0.38,0.0,0.23
lphant.csv,0.02,0.72,0.6,0.75,0.75,0.35,0.63,0.28,0.94,0.21,1.0,0.29,0.94,0.94,0.64,0.35,0.8
lsb.csv,1.0,0.75,0.95,0.68,0.76,0.24,0.65,0.33,0.96,0.23,0.56,0.29,0.86,0.82,0.55,0.36,0.58
maya-work-in-progress.csv,0.19,0.74,0.61,1.0,0.68,0.23,0.52,0.24,0.88,0.17,0.5,0.16,0.87,0.81,0.53,0.3,0.52
mcore3d.csv,0.76,0.98,0.45,0.45,0.72,0.17,0.52,0.24,0.91,0.21,0.45,0.19,0.77,0.72,0.56,0.36,0.54
mscore.csv,0.38,0.72,0.59,0.69,1.0,0.27,0.59,0.26,0.9,0.21,0.54,0.21,0.78,0.89,0.56,0.38,0.48
natpad.csv,0.2,0.69,0.59,0.52,0.76,0.18,0.64,0.22,0.7,0.23,0.5,0.16,0.92,0.85,0.48,0.35,1.0
rocrail.csv,0.5,0.76,0.8,1.0,0.89,0.54,0.79,0.31,0.94,0.33,0.75,0.39,0.5,0.94,0.75,1.0,0.8
salasaga.csv,0.24,0.61,0.39,0.41,0.54,0.07,0.39,0.24,0.76,0.23,0.31,1.0,0.75,0.81,0.39,0.19,0.32
virtuoso.csv,0.13,0.69,0.56,0.41,0.71,0.25,0.48,1.0,0.79,0.35,0.49,0.18,0.88,0.85,0.42,0.3,0.41
xemeiah.csv,0.75,0.65,0.68,0.75,0.77,0.5,1.0,0.32,0.83,0.19,0.78,0.29,0.86,0.83,0.57,0.42,0.67
xined.csv,0.39,0.79,0.8,0.0,0.83,0.56,0.67,0.39,1.0,1.0,0.6,0.19,1.0,0.68,0.43,0.25,0.44
xtreemfs.csv,0.0,0.77,0.7,0.62,0.73,0.41,0.57,0.24,0.96,0.25,0.49,0.21,0.82,1.0,0.6,0.36,0.6
yield.csv,0.32,0.71,1.0,0.65,0.67,0.17,0.54,0.27,0.79,0.18,0.44,0.15,0.79,0.78,0.51,0.24,0.41
