,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.84,0.71,0.76,0.84,0.7,0.45,0.52,0.61,0.66,0.64,0.42,0.43,0.8,0.81,0.05,0.38,0.65
enzo.csv,0.83,0.53,0.64,0.62,0.76,0.51,0.72,0.71,0.01,0.84,0.96,0.71,0.65,0.94,0.69,0.79,0.73
hydrogen.csv,0.89,0.85,0.88,0.75,0.77,0.12,0.72,0.57,0.81,0.81,0.91,0.72,0.94,0.9,0.8,0.32,0.63
keyczar.csv,0.84,0.73,0.77,0.79,0.85,1.01,0.79,0.75,0.7,0.88,0.84,0.52,0.02,0.87,0.82,1.0,0.91
lphant.csv,1.02,0.73,0.53,0.54,0.63,0.37,0.49,0.65,0.83,0.69,0.14,0.57,0.69,0.49,0.57,0.46,0.72
lsb.csv,0.0,0.65,0.71,0.61,0.5,0.46,0.58,0.53,0.55,0.61,0.49,0.4,0.76,0.77,0.55,0.45,0.44
maya-work-in-progress.csv,0.87,0.64,0.52,0.0,0.57,0.47,0.62,0.84,0.49,0.77,0.61,0.7,0.53,0.91,0.61,0.63,0.53
mcore3d.csv,0.71,0.05,0.78,0.65,0.54,0.66,0.64,0.73,0.39,0.77,0.68,0.67,0.82,1.02,0.56,0.44,0.49
mscore.csv,0.73,0.64,0.72,0.42,0.02,0.46,0.53,0.66,0.6,0.67,0.71,0.69,0.69,0.57,0.71,0.41,0.6
natpad.csv,0.86,0.71,0.57,0.69,0.64,0.59,0.5,0.77,0.99,0.61,0.87,0.7,0.75,0.72,0.75,0.46,0.02
rocrail.csv,0.98,0.9,0.87,0.81,0.81,0.57,0.68,0.67,0.85,0.71,0.86,0.75,0.98,0.86,0.86,0.05,0.54
salasaga.csv,0.99,0.91,0.97,0.92,0.96,1.04,0.88,0.81,0.93,0.61,0.86,0.11,0.89,0.96,0.92,0.9,0.91
virtuoso.csv,0.91,0.71,0.61,0.72,0.58,0.44,0.76,0.07,0.74,0.4,0.6,0.67,0.86,0.83,0.88,0.57,0.73
xemeiah.csv,0.87,0.79,0.74,0.72,0.63,0.39,0.07,0.58,0.65,0.76,0.68,0.6,0.88,0.82,0.75,0.36,0.56
xined.csv,0.62,0.91,0.94,1.0,0.92,0.69,0.97,0.64,0.95,0.0,0.87,0.62,0.98,0.98,0.93,0.96,0.76
xtreemfs.csv,1.0,0.7,0.48,0.85,0.68,0.46,0.54,0.85,0.75,0.57,0.6,0.9,0.68,0.02,0.47,0.78,0.56
yield.csv,0.61,0.68,0.02,0.4,0.64,0.68,0.61,0.66,0.9,0.88,0.72,0.99,0.7,0.85,0.67,0.78,0.98
