,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.16,0.33,0.24,0.16,0.3,0.56,0.51,0.6,0.35,0.4,0.59,0.68,0.21,0.27,0.95,0.77,0.42
enzo.csv,0.24,0.57,0.52,0.84,0.85,0.81,0.6,0.81,0.99,0.6,0.82,0.82,0.75,0.69,0.84,0.95,0.86
hydrogen.csv,0.11,0.17,0.13,0.25,0.27,0.88,0.28,0.52,0.19,0.2,0.09,0.29,0.06,0.1,0.2,0.73,0.4
keyczar.csv,0.16,0.3,0.24,0.22,0.22,0.0,0.64,0.38,0.72,0.2,0.18,0.57,0.98,0.2,0.25,0.0,0.16
lphant.csv,0.02,0.32,0.67,0.47,0.4,0.69,0.63,0.45,0.17,0.4,0.86,0.46,0.31,0.54,0.48,0.82,0.28
lsb.csv,1.0,0.42,0.29,0.41,0.59,0.69,0.46,0.74,0.46,0.6,0.64,0.82,0.25,0.32,0.7,0.91,0.77
maya-work-in-progress.csv,0.16,0.83,0.84,1.0,0.75,0.81,0.69,0.88,0.73,0.5,0.91,0.57,0.54,0.69,0.8,0.95,0.81
mcore3d.csv,0.29,0.96,0.59,0.69,0.57,0.44,0.51,0.74,0.74,0.9,0.77,0.89,0.83,0.41,0.84,0.82,0.74
mscore.csv,0.29,0.54,0.3,0.62,0.98,0.62,0.63,0.52,0.43,0.5,0.32,0.36,0.44,0.74,0.32,0.91,0.72
natpad.csv,0.56,0.4,0.56,0.34,0.38,0.75,0.58,0.6,0.47,0.6,0.14,0.61,0.25,0.37,0.3,0.77,0.98
rocrail.csv,0.02,0.11,0.13,0.19,0.19,0.44,0.33,0.38,0.15,0.3,0.14,0.25,0.02,0.14,0.14,0.95,0.47
salasaga.csv,0.96,0.61,0.62,0.94,0.72,0.44,0.58,0.83,0.7,0.7,0.45,0.89,0.81,0.73,0.66,0.73,0.58
virtuoso.csv,0.18,0.62,0.52,0.38,0.52,0.75,0.78,0.93,0.51,0.8,0.82,0.43,0.15,0.87,0.77,0.55,0.67
xemeiah.csv,0.13,0.29,0.27,0.28,0.4,0.62,0.93,0.52,0.49,0.3,0.32,0.43,0.12,0.21,0.27,0.82,0.47
xined.csv,0.42,0.09,0.06,0.0,0.08,0.31,0.03,0.38,0.05,1.0,0.14,0.68,0.02,0.25,0.07,0.05,0.86
xtreemfs.csv,0.0,0.33,0.59,0.16,0.34,0.56,0.66,0.17,0.25,0.7,0.82,0.11,0.38,1.0,0.8,0.23,0.49
yield.csv,0.87,0.7,0.98,0.69,0.87,0.81,0.75,0.76,0.8,0.8,0.82,1.0,0.79,0.44,0.84,0.91,1.0
