,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.26,0.46,0.37,0.26,0.44,0.5,0.59,0.38,0.51,0.33,0.68,0.41,0.33,0.41,0.98,0.54,0.46
enzo.csv,0.22,0.66,0.53,0.62,0.72,0.34,0.52,0.4,1.0,0.25,0.51,0.29,0.77,0.74,0.63,0.4,0.59
hydrogen.csv,0.16,0.27,0.2,0.37,0.38,0.93,0.43,0.4,0.31,0.25,0.17,0.34,0.12,0.19,0.31,0.63,0.47
keyczar.csv,0.26,0.43,0.34,0.31,0.3,0.0,0.52,0.27,0.76,0.14,0.25,0.36,0.99,0.31,0.3,0.0,0.19
lphant.csv,0.02,0.45,0.63,0.58,0.52,0.47,0.63,0.35,0.28,0.28,0.93,0.36,0.47,0.69,0.55,0.49,0.41
lsb.csv,1.0,0.54,0.44,0.51,0.66,0.36,0.54,0.45,0.62,0.33,0.6,0.43,0.39,0.46,0.62,0.52,0.66
maya-work-in-progress.csv,0.17,0.78,0.71,1.0,0.71,0.36,0.59,0.38,0.8,0.25,0.65,0.25,0.67,0.75,0.64,0.45,0.64
mcore3d.csv,0.42,0.97,0.51,0.54,0.63,0.24,0.51,0.37,0.82,0.35,0.57,0.32,0.8,0.52,0.67,0.5,0.63
mscore.csv,0.33,0.62,0.4,0.66,0.99,0.38,0.61,0.35,0.58,0.29,0.4,0.26,0.56,0.81,0.41,0.54,0.57
natpad.csv,0.29,0.51,0.57,0.42,0.51,0.3,0.61,0.32,0.56,0.33,0.21,0.25,0.39,0.51,0.37,0.48,0.99
rocrail.csv,0.04,0.19,0.22,0.32,0.32,0.48,0.46,0.34,0.25,0.32,0.23,0.3,0.04,0.24,0.23,0.98,0.59
salasaga.csv,0.38,0.61,0.48,0.57,0.61,0.13,0.47,0.37,0.73,0.35,0.37,0.94,0.78,0.76,0.49,0.3,0.42
virtuoso.csv,0.15,0.65,0.54,0.39,0.6,0.38,0.59,0.96,0.62,0.48,0.61,0.25,0.25,0.86,0.55,0.39,0.51
xemeiah.csv,0.23,0.4,0.39,0.41,0.53,0.56,0.96,0.4,0.62,0.23,0.45,0.35,0.22,0.33,0.37,0.55,0.55
xined.csv,0.4,0.16,0.12,0.0,0.15,0.4,0.06,0.39,0.09,1.0,0.22,0.29,0.04,0.36,0.12,0.08,0.58
xtreemfs.csv,0.0,0.46,0.64,0.25,0.47,0.47,0.61,0.2,0.4,0.37,0.61,0.14,0.51,1.0,0.69,0.28,0.54
yield.csv,0.47,0.71,0.99,0.67,0.76,0.28,0.62,0.4,0.8,0.29,0.57,0.27,0.79,0.56,0.64,0.38,0.58
