,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,open-ms.csv
applet2app.csv,0.37,0.37,0.43,0.0,0.16,0.34,0.09,0.33,0.52,0.3
cities3d.csv,0.19,0.83,0.06,0.89,0.1,0.0,0.22,0.21,0.18,0.24
firebird.csv,0.28,0.06,0.01,0.36,0.21,0.34,0.37,0.44,0.52,0.39
hydrogen.csv,0.28,0.49,0.41,0.14,0.28,0.51,0.0,0.3,0.15,0.11
lphant.csv,0.42,0.71,0.69,0.62,0.56,0.49,0.47,0.35,0.0,0.47
open-ms.csv,0.51,0.77,0.44,0.63,0.29,0.49,0.42,0.28,0.18,0.0
qgo.csv,0.23,0.0,0.35,0.25,0.01,0.51,0.13,0.28,0.39,0.26
rhex.csv,0.0,0.43,0.08,0.28,0.09,0.07,0.08,0.05,0.0,0.03
xined.csv,0.07,0.89,0.12,0.71,0.19,0.11,0.09,0.0,0.36,0.05
yield.csv,0.54,0.57,0.5,0.7,0.03,0.69,0.58,0.58,0.52,0.64
