,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.82,1.0,0.87,0.78,0.8,0.94,0.41,0.93,0.49,0.86,0.94,0.69
dvt.csv,0.67,0.56,0.99,0.38,0.73,0.84,0.46,0.66,0.5,0.7,0.89,0.92
flylinkdc.csv,0.37,0.99,0.79,0.9,0.65,0.91,0.82,0.55,0.99,1.0,1.0,0.82
fulguro.csv,1.0,0.8,0.78,0.75,0.95,0.74,0.85,0.72,1.0,0.68,0.69,0.51
fw4spl.csv,0.68,0.71,0.83,0.8,0.82,0.53,0.84,0.62,0.99,0.68,0.89,0.76
ipfire-wall.csv,0.63,0.56,0.83,0.74,0.96,0.77,0.91,0.24,1.01,0.56,0.85,0.62
jruby.csv,1.0,1.0,1.0,0.89,1.0,0.81,1.0,1.0,0.69,0.64,0.8,1.0
ldview.csv,0.98,1.0,0.86,0.91,0.47,0.6,0.86,0.89,1.0,0.74,0.88,0.72
nuttx.csv,0.48,0.89,0.56,0.73,0.62,0.74,0.78,0.85,0.64,0.82,0.59,0.92
oorexx.csv,0.64,0.82,0.96,0.76,0.62,0.52,0.74,0.83,0.89,0.86,0.45,0.68
uclmda.csv,0.87,1.0,0.84,0.86,0.79,0.81,0.77,0.95,0.01,0.99,1.0,0.92
vdsf.csv,0.84,0.67,1.01,0.83,0.64,0.9,0.86,0.89,0.84,0.95,0.93,0.71
