,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,0.42,0.53,0.77,0.95,0.73,0.78,0.7,0.53,0.29,0.27,0.23,0.76
jaolt.csv,0.75,0.67,0.62,0.16,0.75,0.09,0.67,0.79,0.64,0.51,0.77,0.62
jcl.csv,0.5,0.23,0.27,0.21,0.47,0.72,0.49,0.66,0.64,0.49,0.23,0.4
kmess.csv,0.42,0.63,0.19,0.26,0.8,0.03,0.16,0.58,0.36,0.35,0.23,0.69
ossbuild.csv,0.17,0.37,0.79,0.37,0.55,0.75,0.33,0.5,0.57,0.41,0.69,0.55
qgo.csv,1.0,0.87,0.52,0.37,0.92,0.53,0.88,0.97,0.79,0.78,0.77,0.81
quark.csv,0.0,0.53,0.25,0.16,0.27,0.06,0.18,0.26,0.71,0.24,0.85,0.06
rezilla.csv,0.67,0.47,0.15,0.68,0.65,0.12,0.3,0.87,0.14,0.81,0.08,0.75
rhex.csv,0.83,0.7,0.15,0.05,0.33,0.03,0.6,0.55,0.79,0.27,0.54,0.33
toped.csv,0.25,0.73,0.73,0.95,0.8,0.94,0.67,0.26,0.86,0.43,0.92,0.62
truevision.csv,0.5,0.67,0.79,0.79,0.76,0.56,0.55,0.68,0.93,0.51,0.85,0.76
wxstudio.csv,0.58,0.07,0.08,0.16,0.22,0.56,0.33,0.45,0.0,0.76,0.08,0.27
