,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,8.0,3.0,1.0,0.0,0.0,5.0,1.0,3.0,3.0,10.0,7.0,1.0
jaolt.csv,10.0,1.0,1.0,1.0,0.0,23.0,1.0,1.0,7.0,1.0,12.0,0.0
jcl.csv,10.0,1.0,0.0,5.0,0.0,2.0,2.0,1.0,2.0,0.0,11.0,0.0
kmess.csv,16.0,1.0,2.0,6.0,0.0,1.0,1.0,1.0,7.0,3.0,7.0,1.0
ossbuild.csv,3.0,5.0,2.0,1.0,0.0,5.0,0.0,5.0,2.0,0.0,3.0,0.0
qgo.csv,8.0,0.0,4.0,4.0,0.0,12.0,0.0,23.0,11.0,0.0,8.0,4.0
quark.csv,92.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
rezilla.csv,25.0,3.0,3.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0
rhex.csv,3.0,2.0,1.0,0.0,0.0,6.0,1.0,0.0,7.0,1.0,16.0,0.0
toped.csv,39.0,11.0,2.0,0.0,0.0,5.0,1.0,1.0,7.0,0.0,17.0,1.0
truevision.csv,4.0,3.0,2.0,0.0,0.0,5.0,0.0,1.0,5.0,0.0,10.0,0.0
wxstudio.csv,12.0,1.0,5.0,12.0,4.0,2.0,1.0,1.0,115.0,1.0,1.0,0.0
