,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,1.0,4.0,1.0,1.0,69.0,6.0,0.0,9.0,63.0,3.0,4.0,5.0,0.0,0.0,0.0
atlc.csv,0.0,2.0,11.0,2.0,0.0,37.0,5.0,1.0,1.0,3.0,8.0,7.0,0.0,5.0,2.0
ipfilter.csv,1.0,4.0,3.0,6.0,0.0,52.0,1.0,4.0,1.0,0.0,3.0,4.0,0.0,12.0,0.0
liferea.csv,8.0,0.0,5.0,0.0,0.0,3.0,1.0,6.0,63.0,0.0,0.0,0.0,0.0,10.0,1.0
miranda-icq.csv,1.0,1.0,15.0,0.0,0.0,52.0,0.0,8.0,3.0,4.0,16.0,0.0,0.0,6.0,0.0
opensim4opencog.csv,7.0,0.0,3.0,3.0,1.0,52.0,3.0,0.0,63.0,0.0,29.0,0.0,0.0,2.0,1.0
pclasses.csv,0.0,1.0,88.0,56.0,69.0,52.0,88.0,0.0,63.0,74.0,177.0,201.0,0.0,161.0,64.0
pfaedit.csv,0.0,0.0,13.0,8.0,0.0,14.0,0.0,9.0,2.0,2.0,3.0,2.0,0.0,3.0,0.0
psrchive.csv,0.0,2.0,0.0,6.0,1.0,16.0,2.0,7.0,63.0,1.0,0.0,0.0,0.0,2.0,0.0
theresa.csv,66.0,0.0,0.0,56.0,69.0,0.0,0.0,187.0,63.0,0.0,0.0,201.0,196.0,3.0,0.0
thrust.csv,66.0,1.0,3.0,7.0,0.0,26.0,7.0,7.0,0.0,0.0,2.0,4.0,0.0,7.0,1.0
tktoolkit.csv,1.0,8.0,4.0,14.0,0.0,52.0,6.0,16.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0
tzod.csv,3.0,0.0,10.0,4.0,1.0,7.0,1.0,0.0,1.0,0.0,12.0,0.0,0.0,2.0,2.0
yaprm.csv,1.0,3.0,3.0,56.0,0.0,13.0,2.0,16.0,6.0,0.0,2.0,4.0,0.0,13.0,0.0
