,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.67,0.65,0.75,0.75,0.5,0.86,0.88,0.95,0.0,0.89,0.83,0.83,0.94,0.96,0.5
atlc.csv,0.45,0.35,0.42,0.33,0.51,0.37,0.48,0.44,0.58,0.34,0.38,0.39,0.36,0.52,0.38
ipfilter.csv,0.44,0.71,0.56,0.33,0.5,0.5,0.4,0.41,0.4,0.48,0.48,0.53,0.48,0.49,0.43
liferea.csv,0.89,0.55,0.45,0.77,0.59,0.86,0.37,0.56,0.5,0.5,0.36,0.42,0.44,0.55,0.5
miranda-icq.csv,0.85,0.88,0.95,0.75,0.88,0.83,0.68,0.69,0.8,0.9,0.59,0.84,0.6,0.74,0.93
opensim4opencog.csv,0.89,0.75,0.75,0.77,0.52,0.74,0.4,0.94,0.0,0.67,0.62,0.59,0.55,0.86,0.86
pclasses.csv,0.91,0.67,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.94,0.0,0.0
pfaedit.csv,0.5,0.53,0.62,0.28,0.56,0.44,0.37,0.47,0.67,0.4,0.42,0.49,0.53,0.47,0.56
psrchive.csv,0.89,0.83,0.92,0.86,0.8,0.63,0.89,0.89,0.0,0.91,0.9,0.92,0.95,0.96,0.75
theresa.csv,0.0,0.0,0.67,0.0,0.0,0.67,0.86,0.5,0.0,0.5,0.75,0.67,0.0,0.83,0.5
thrust.csv,0.79,0.95,0.74,0.57,0.79,0.54,0.88,0.75,0.82,0.83,0.96,0.8,0.71,0.68,0.42
tktoolkit.csv,0.73,0.93,0.94,0.88,0.75,0.83,0.67,0.91,0.83,0.91,0.94,0.76,0.83,0.93,0.92
tzod.csv,0.92,0.6,0.48,0.42,0.53,0.82,0.34,0.42,0.5,0.42,0.39,0.35,0.39,0.51,0.83
yaprm.csv,0.81,0.94,0.69,0.91,0.74,0.88,0.8,0.96,0.81,0.5,0.88,0.98,0.98,0.85,0.88
