,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.09,0.33,0.21,0.23,0.0,0.33,0.15,0.22,0.0,0.14,0.09,0.02,0.09,0.8,0.04
atlc.csv,0.91,0.81,0.71,0.92,1.0,1.0,0.54,0.78,0.35,0.73,0.65,0.65,0.59,0.53,0.54
ipfilter.csv,0.73,0.44,0.5,1.0,0.78,0.0,0.67,0.87,1.0,0.59,0.87,0.83,0.8,0.8,1.0
liferea.csv,0.09,0.52,0.43,1.0,0.39,1.0,0.67,0.3,0.0,0.38,0.61,0.46,0.37,0.33,0.35
miranda-icq.csv,0.27,0.19,0.14,0.15,0.15,0.0,0.35,0.39,0.06,0.11,0.43,0.94,0.57,0.37,0.33
opensim4opencog.csv,0.09,0.07,0.07,0.31,0.56,0.0,0.59,0.78,0.0,0.05,0.22,0.35,0.34,0.3,0.13
pclasses.csv,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.08,0.0,0.0
pfaedit.csv,0.09,0.74,0.43,0.85,0.37,1.0,0.96,0.61,0.06,0.51,0.57,0.42,0.32,0.53,0.46
psrchive.csv,0.18,0.07,0.86,0.08,0.02,0.67,0.13,0.04,0.0,0.16,0.09,0.23,0.1,0.27,0.09
theresa.csv,0.0,0.04,0.14,0.0,0.0,1.0,0.13,0.0,0.0,0.05,0.04,0.0,0.0,0.1,0.04
thrust.csv,0.0,0.19,0.43,0.31,0.34,0.67,0.2,0.17,0.94,0.3,0.13,0.35,0.49,0.53,0.76
tktoolkit.csv,0.18,0.19,0.29,0.15,0.07,0.0,0.28,0.09,0.53,0.16,0.78,0.29,0.3,0.33,0.24
tzod.csv,0.27,0.93,0.5,0.77,0.63,1.0,0.76,0.7,0.06,0.49,0.78,0.6,0.63,0.5,0.15
yaprm.csv,0.55,0.11,0.43,0.0,0.34,0.67,0.06,0.26,0.53,0.97,0.26,0.31,0.23,0.3,0.13
