,ontomorphtab.csv,delphilhlplib.csv,flexpay.csv,gabel.csv,img-browse-sort.csv,passwordsafe.csv,genoviz.csv
delphilhlplib.csv,0.48,0.4,0.59,0.58,0.69,0.53,0.38
flexpay.csv,0.59,0.41,0.66,0.64,0.33,0.75,0.5
gabel.csv,0.47,0.86,0.76,0.7,0.73,0.79,0.38
genoviz.csv,0.62,0.48,0.53,0.6,0.88,0.92,0.86
img-browse-sort.csv,0.46,0.72,0.48,0.46,0.64,0.87,0.6
ontomorphtab.csv,0.38,0.38,0.38,0.37,0.3,0.41,0.31
passwordsafe.csv,0.47,0.62,0.45,0.53,0.5,0.61,0.39
