,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,0.88,0.3,0.6,0.62,0.83,0.56,0.42,0.0,0.39,0.9,0.8,0.91,0.6,0.92,0.36,0.57,0.44,0.8
arsenal-1.csv,0.82,0.77,0.92,0.37,0.75,0.83,0.75,0.45,0.0,0.75,0.0,0.98,0.83,0.83,0.0,0.5,0.0,0.89
atomsite.csv,0.35,0.33,0.32,0.34,0.53,0.28,0.42,0.37,0.31,0.36,0.45,0.39,0.61,0.44,0.37,0.44,0.48,0.48
barracudamvc.csv,0.38,0.5,0.33,0.45,0.74,0.33,0.4,0.38,0.34,0.32,0.39,0.41,0.55,0.38,0.35,0.33,0.46,0.29
emisview.csv,0.69,0.0,0.89,0.83,0.0,0.8,0.69,0.9,0.38,0.52,0.86,0.72,0.0,0.88,0.46,0.71,0.58,0.9
findbugs.csv,0.4,0.34,0.5,0.4,0.54,0.37,0.65,0.91,0.43,0.43,0.47,0.52,0.58,0.49,0.51,0.67,0.51,0.36
jitterbit.csv,0.33,0.36,0.38,0.43,0.68,0.44,0.49,0.36,0.39,0.43,0.58,0.66,0.82,0.56,0.4,0.43,0.42,0.28
lite.csv,0.46,0.0,0.75,0.48,0.67,0.5,0.75,0.48,0.75,0.92,0.8,0.98,0.83,0.5,0.48,0.87,0.87,0.75
megasquirtavr.csv,0.35,0.39,0.38,0.44,0.52,0.27,0.64,0.36,0.57,0.32,0.55,0.66,0.94,0.32,0.7,0.58,0.67,0.35
ontopia.csv,0.44,0.4,0.34,0.95,0.76,0.31,0.44,0.45,0.47,0.39,0.4,0.68,0.52,0.42,0.35,0.4,0.74,0.36
openintents.csv,0.3,0.75,0.29,0.43,0.5,0.38,0.44,0.36,0.29,0.31,0.73,0.5,0.6,0.49,0.33,0.3,0.55,0.28
rectracker.csv,0.38,0.42,0.42,0.4,0.93,0.31,0.4,0.53,0.33,0.34,0.4,0.43,0.52,0.32,0.37,0.33,0.45,0.33
stajistics.csv,0.34,0.41,0.32,0.42,0.0,0.53,0.39,0.38,0.3,0.37,0.53,0.45,0.51,0.41,0.34,0.31,0.4,0.28
trackit.csv,0.8,0.8,0.0,0.67,0.97,0.91,0.81,0.9,0.86,0.57,0.54,0.85,0.9,0.82,0.5,0.94,0.93,0.0
wxlua.csv,0.86,0.44,0.65,0.68,0.62,0.8,0.46,0.93,0.44,0.95,0.71,0.73,0.55,0.61,0.67,0.94,0.95,0.53
x4x.csv,0.44,0.42,0.86,0.41,0.53,0.31,0.5,0.58,0.35,0.38,0.54,0.5,0.78,0.36,0.47,0.49,0.7,0.35
xharbour.csv,0.35,0.37,0.33,0.32,0.55,0.28,0.48,0.36,0.35,0.35,0.46,0.47,0.6,0.47,0.37,0.34,0.47,0.28
