,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,0.18,0.76,0.17,0.96,0.32,0.67,0.18
java-gnome.csv,0.76,0.52,0.59,0.36,0.99,0.55,0.1
mb-unit.csv,0.71,0.99,0.48,0.31,0.78,0.77,0.1
mecat.csv,0.03,0.02,0.05,0.07,0.0,0.15,1.0
rodin-b-sharp.csv,0.92,0.59,0.99,0.26,0.88,0.75,0.06
unicase.csv,0.87,0.72,0.48,0.31,0.35,0.99,0.08
wpdev.csv,1.0,0.92,0.53,0.31,0.88,0.84,0.09
