,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,0.1,0.71,0.1,0.93,0.19,0.68,0.33
java-gnome.csv,0.61,0.38,0.62,0.64,1.0,0.41,0.67
mb-unit.csv,0.55,1.0,0.53,0.61,0.7,0.79,1.0
mecat.csv,0.01,0.01,0.03,0.04,0.0,0.08,1.0
rodin-b-sharp.csv,0.86,0.44,0.98,0.32,0.82,0.71,0.33
unicase.csv,0.78,0.61,0.54,0.57,0.23,0.99,0.67
wpdev.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0
