,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.4,0.41,0.7,0.37,0.17,0.91,0.17,0.46,0.25,0.21,0.3,0.2,0.18,0.31,0.93,0.6
bdbbasic.csv,0.61,0.75,0.63,0.43,0.31,0.66,0.17,0.43,0.96,0.46,0.61,0.45,0.37,0.48,0.66,0.52
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
echongl.csv,0.54,0.5,0.51,0.44,0.55,0.47,0.64,0.26,0.68,0.99,0.55,0.51,0.69,0.39,0.0,0.22
etherboot.csv,0.52,0.36,0.0,0.27,0.93,0.13,0.38,0.35,0.5,0.33,0.25,0.33,0.33,0.15,0.38,0.05
freebios.csv,0.62,0.57,0.65,0.5,0.5,0.54,0.95,0.41,0.57,0.36,0.56,0.49,0.33,0.63,0.87,0.34
gebr.csv,0.4,0.48,0.49,0.69,0.66,0.46,0.4,0.97,0.57,0.3,0.5,0.61,0.62,0.53,0.3,0.65
glelite.csv,0.0,0.05,0.0,0.13,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
gnukeda.csv,0.47,0.75,0.67,0.93,0.62,0.69,0.37,0.58,0.61,0.57,0.58,0.58,0.0,0.46,0.59,0.67
google-gears.csv,0.63,0.66,0.63,0.72,0.53,0.39,0.4,0.48,0.7,0.46,0.5,1.0,0.6,0.64,0.68,0.55
gstreamer.csv,0.73,0.7,0.58,0.48,0.44,0.64,0.28,0.53,0.66,0.56,0.58,0.52,0.49,0.98,0.85,0.6
jnode.csv,0.04,0.24,0.84,0.0,0.06,0.0,0.0,0.25,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.13
metacosm.csv,0.6,0.67,0.57,0.49,0.27,0.67,0.19,0.17,0.51,0.55,0.47,0.33,0.3,0.28,0.37,0.96
openmeetings.csv,0.37,0.88,0.14,0.25,0.27,0.7,0.23,0.18,0.42,0.39,0.42,0.32,0.25,0.48,0.69,0.59
tradelink.csv,0.43,0.21,0.07,0.48,0.21,0.48,0.07,0.09,0.65,0.58,0.91,0.41,0.25,0.43,0.69,0.26
wxcrp.csv,0.95,0.52,0.62,0.18,0.11,0.17,0.02,0.17,0.37,0.16,0.3,0.21,0.2,0.37,0.6,0.49
