,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,1.0,1.0,7.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,1.0
bdbbasic.csv,1.0,1.0,11.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,30.0,0.0
crux-framework.csv,105.0,155.0,411.0,70.0,82.0,116.0,99.0,135.0,67.0,136.0,95.0,153.0,152.0,342.0,0.0,57.0
echongl.csv,0.0,9.0,50.0,2.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,111.0,0.0
etherboot.csv,6.0,19.0,411.0,1.0,0.0,14.0,0.0,0.0,8.0,0.0,11.0,0.0,0.0,0.0,2.0,5.0
freebios.csv,12.0,26.0,30.0,2.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,16.0,3.0
gebr.csv,8.0,26.0,104.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,60.0,1.0
glelite.csv,0.0,45.0,1.0,2.0,0.0,5.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,4.0,68.0,1.0
gnukeda.csv,6.0,17.0,9.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,54.0,0.0
google-gears.csv,0.0,7.0,1.0,1.0,10.0,7.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,19.0,0.0
gstreamer.csv,9.0,23.0,43.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,1.0
jnode.csv,0.0,40.0,0.0,70.0,0.0,116.0,99.0,0.0,67.0,136.0,0.0,1.0,152.0,342.0,111.0,1.0
metacosm.csv,0.0,2.0,97.0,0.0,7.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,4.0,24.0,0.0
openmeetings.csv,2.0,0.0,31.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,19.0,1.0
tradelink.csv,4.0,14.0,11.0,2.0,7.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,14.0,2.0
wxcrp.csv,0.0,44.0,1.0,2.0,6.0,5.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,49.0,7.0
