,igarden.csv,megasquirtavr.csv,piccolo2d.csv,wxlua.csv,tolven.csv,owlapi.csv,ingex.csv,twostep.csv,servicestack.csv
igarden.csv,0.98,0.49,0.42,0.12,0.34,0.19,0.66,0.35,0.28
ingex.csv,0.04,0.33,0.35,0.04,0.28,0.49,0.94,0.15,0.28
megasquirtavr.csv,0.05,0.92,0.45,0.5,0.44,0.58,0.44,0.27,0.58
owlapi.csv,0.0,0.0,0.0,0.0,0.19,0.97,0.12,0.0,0.07
piccolo2d.csv,0.0,0.34,1.0,0.01,0.28,0.19,0.0,0.31,0.39
servicestack.csv,0.27,0.0,0.66,0.13,0.56,0.54,0.12,0.64,0.85
tolven.csv,0.23,0.29,0.43,0.04,0.97,0.41,0.38,0.31,0.07
twostep.csv,0.53,0.52,0.61,0.39,0.62,0.7,0.67,0.93,0.74
wxlua.csv,0.46,0.55,0.23,1.0,0.46,0.36,0.53,0.09,0.37
