,jmoney.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jmonkeyengine.csv,e-bio-flow.csv,matrex.csv,reaper3d.csv
dxengine.csv,0.53,0.38,0.96,0.51,0.84,0.95,0.86,0.74,0.51
e-bio-flow.csv,0.82,0.84,0.61,0.77,0.48,0.58,0.44,0.95,0.65
jmoney.csv,0.22,0.44,0.53,0.55,0.48,0.8,0.64,0.84,0.5
jmonkeyengine.csv,0.95,0.79,0.96,0.51,0.84,0.46,0.8,0.96,0.75
jsidplay2.csv,0.44,0.84,0.29,0.79,0.7,0.75,0.55,0.4,0.63
matrex.csv,0.37,0.7,0.66,0.36,0.72,0.9,0.71,0.25,1.0
piccolo2d.csv,0.51,0.6,0.64,0.43,0.3,0.66,0.65,0.55,0.63
reaper3d.csv,0.49,0.67,0.58,0.4,0.87,0.86,0.67,0.7,0.41
sblim.csv,0.6,0.66,0.87,0.25,0.55,0.78,0.57,0.96,1.01
