,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,oscarmcmaster.csv
abbot.csv,0.42,0.2,0.16,0.07,0.05,0.35,0.48,1.0,0.2
jicarilla.csv,0.0,0.09,1.0,0.0,0.09,1.0,0.33,0.55,0.04
optalgtoolkit.csv,0.45,0.27,0.48,0.07,0.0,1.0,0.61,0.73,0.18
oscarmcmaster.csv,0.71,0.33,0.5,0.17,0.11,0.14,0.8,0.75,0.98
ossim.csv,0.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
projectts.csv,0.56,0.24,0.47,0.07,0.05,0.41,0.97,0.69,0.26
sabbu.csv,1.0,0.21,0.56,0.1,0.07,0.22,0.53,0.63,0.24
vxl.csv,0.51,1.0,0.65,0.05,0.05,0.2,0.58,0.59,0.19
zact.csv,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
