,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.72,0.78,0.64,0.99
jajuk.csv,1.0,0.52,0.56,0.6
vapor.csv,0.26,0.09,0.96,0.34
zorannt.csv,0.53,0.78,0.28,0.65
