,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.59,0.21,0.24,0.64,0.63,0.91,0.55,0.92,0.55,1.0,0.43,0.75
miranda-icq.csv,0.48,0.4,0.9,0.88,0.23,0.57,0.39,0.15,0.27,1.0,0.38,0.31
pclasses.csv,0.18,0.42,0.0,0.2,0.11,0.04,0.16,0.01,0.02,0.0,0.33,0.69
pfaedit.csv,0.18,0.35,0.03,0.42,0.26,0.04,0.74,0.07,0.02,0.0,0.49,0.12
rockbox.csv,0.16,0.69,0.0,0.38,0.54,0.21,0.47,0.1,0.14,0.0,0.36,0.31
theresa.csv,0.3,0.35,0.07,0.24,0.31,0.02,0.24,0.69,0.3,0.0,0.2,0.06
thrust.csv,0.11,0.33,0.62,0.0,0.49,0.15,0.26,0.65,0.63,0.0,0.28,0.22
tktoolkit.csv,0.27,0.77,0.0,0.16,0.4,0.3,0.34,0.15,0.56,0.0,0.36,0.66
trinitycore.csv,0.3,0.25,0.17,0.6,0.03,0.4,0.71,0.26,0.19,0.0,0.33,0.06
tzod.csv,0.2,0.29,0.24,0.68,0.49,0.36,0.47,0.75,0.34,0.0,0.38,0.12
yaprm.csv,0.36,0.15,0.0,0.26,0.0,0.4,0.34,0.23,0.01,0.0,0.23,0.16
