,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.33,0.21,0.5,0.37,0.31,0.62,0.02,0.01,0.0,0.0,0.33,0.02,0.35,0.29
crux-framework.csv,0.37,0.53,0.29,0.29,0.36,0.39,0.46,0.27,0.56,0.25,0.42,0.39,0.98,0.13
etherboot.csv,0.04,0.63,0.0,0.04,0.49,0.1,0.0,0.64,0.64,0.0,0.04,0.0,0.81,0.0
freebios.csv,0.46,0.17,0.34,0.5,0.46,0.13,0.78,0.32,0.55,0.45,0.43,0.24,0.68,0.34
gebr.csv,0.0,0.0,0.41,0.46,0.5,0.21,0.09,0.66,0.57,0.21,0.63,0.36,0.0,0.0
gnukeda.csv,0.67,0.58,0.34,0.71,0.42,0.6,0.27,0.43,0.3,0.41,0.57,0.13,0.41,0.42
google-gears.csv,0.69,0.66,0.6,0.41,0.56,0.65,0.35,0.64,0.27,0.68,0.7,0.7,0.56,0.13
gstreamer.csv,0.67,0.31,0.27,0.57,0.53,0.37,0.4,0.5,0.56,0.61,0.63,0.72,0.41,0.0
jnode.csv,0.04,0.4,0.81,0.46,0.0,0.0,0.12,0.39,0.0,0.06,0.19,0.02,0.37,0.09
metacosm.csv,0.33,0.5,0.59,0.4,0.17,0.4,0.1,0.47,0.38,0.62,0.31,0.33,0.68,0.78
openmeetings.csv,0.61,0.89,0.64,0.3,0.59,0.65,0.28,0.49,0.62,0.25,0.42,0.64,0.36,0.62
pgui.csv,0.41,0.42,0.0,0.41,0.52,0.55,0.17,0.64,0.6,0.6,0.59,0.0,0.09,0.0
tradelink.csv,0.3,0.57,0.69,0.45,0.5,0.45,0.54,0.62,0.47,0.74,0.3,0.47,0.63,0.46
wxcrp.csv,0.52,0.31,0.3,0.52,0.0,0.48,0.38,0.0,0.17,0.74,0.54,0.45,0.32,0.23
