,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,pgui.csv,tradelink.csv,google-gears.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.23,0.22,0.66,0.19,0.3,0.2,0.02,0.0,0.0,0.0,0.14,0.0,0.56,0.45
crux-framework.csv,0.55,0.34,0.05,0.47,0.18,0.79,0.82,0.24,0.6,0.12,0.3,0.28,0.11,0.19
etherboot.csv,0.0,0.11,0.0,0.0,0.26,0.0,0.0,0.24,0.68,1.0,0.0,0.0,0.54,1.0
freebios.csv,0.73,0.16,0.41,0.66,0.49,0.18,0.22,0.82,0.37,0.71,0.76,0.41,0.7,0.16
gebr.csv,1.0,1.0,0.86,0.84,0.79,0.95,0.98,0.16,0.77,0.95,0.73,0.9,1.0,1.0
gnukeda.csv,0.67,0.28,0.48,0.19,0.51,0.24,0.39,0.18,0.19,0.31,0.76,0.08,0.84,0.87
google-gears.csv,0.45,0.39,0.7,0.12,0.77,0.66,0.86,0.39,0.93,0.48,0.35,0.45,0.67,0.97
gstreamer.csv,0.63,0.91,0.59,0.38,0.75,0.89,0.75,0.18,0.74,0.56,0.59,0.26,0.88,1.0
jnode.csv,0.05,0.35,0.21,0.47,0.08,0.11,0.04,0.74,0.02,0.03,0.3,0.01,0.21,0.06
metacosm.csv,0.12,0.51,0.52,0.19,0.2,0.08,0.16,0.05,0.2,0.43,0.08,0.08,0.3,0.23
openmeetings.csv,0.2,0.17,0.59,0.12,0.69,0.5,0.14,0.13,0.66,0.19,0.32,0.41,0.38,0.58
pgui.csv,0.51,0.87,0.0,0.38,0.64,0.66,0.12,0.47,0.24,0.69,0.38,0.0,0.98,1.0
tradelink.csv,0.07,0.7,0.57,0.28,0.69,0.84,0.61,0.26,0.83,0.26,0.22,0.83,0.5,0.84
wxcrp.csv,0.25,0.91,0.92,0.72,1.0,0.84,0.88,1.0,0.96,0.55,0.51,0.85,0.72,0.94
