,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,0.46,0.32,0.6,0.94,0.96,1.0,0.81,0.87,0.36,0.56,0.73,0.57
emono.csv,0.44,0.92,0.7,0.94,0.78,0.6,0.92,0.93,0.61,1.0,0.61,0.48
freedom-erp.csv,0.2,0.14,0.3,0.06,0.04,0.13,0.19,0.29,0.01,0.02,0.0,0.02
jchassis.csv,0.0,0.0,0.05,0.0,0.0,0.0,0.04,0.0,0.0,0.09,0.0,0.0
jmoney.csv,0.17,0.4,0.2,0.21,0.22,0.6,0.01,0.14,0.35,0.15,0.5,0.69
jmonkeyengine.csv,0.61,0.79,0.6,0.74,0.22,0.57,0.56,0.04,0.69,0.83,0.93,0.98
jsidplay2.csv,0.39,0.13,0.25,0.19,0.66,0.57,0.25,0.9,0.4,0.15,0.43,0.24
matrex.csv,0.22,0.19,0.15,0.02,0.14,0.37,0.16,0.2,0.03,0.02,0.05,0.07
mediate.csv,0.17,0.9,0.15,0.23,0.2,0.5,0.73,0.34,0.17,0.56,0.0,0.12
mesa3d.csv,0.41,0.67,0.75,0.4,0.34,1.0,0.49,0.86,0.66,0.17,0.3,0.69
pustefix.csv,0.63,0.25,0.4,0.23,0.66,0.13,0.41,0.39,0.38,0.42,0.66,0.43
reaper3d.csv,0.32,0.3,0.25,0.74,0.14,0.07,0.11,0.36,0.28,0.12,0.04,0.29
