,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,0.76,0.65,0.76,0.94,0.96,1.0,0.95,0.92,0.95,1.15,0.82,0.78
emono.csv,0.83,0.93,0.88,0.97,0.85,0.66,0.94,0.94,0.79,1.0,0.72,0.54
freedom-erp.csv,0.36,0.82,0.51,0.96,1.0,0.83,0.63,0.38,1.0,1.0,1.0,0.99
jchassis.csv,1.0,1.0,1.0,1.0,1.0,0.9,0.96,1.0,1.0,0.09,1.0,1.0
jmoney.csv,0.26,0.69,0.51,0.64,0.75,0.64,0.84,0.73,0.51,1.01,0.6,0.79
jmonkeyengine.csv,1.01,0.88,0.93,0.75,0.5,0.75,0.96,1.0,0.73,0.83,0.93,0.99
jsidplay2.csv,0.49,0.88,0.3,0.81,0.77,0.62,0.39,0.9,0.55,1.01,0.65,0.76
matrex.csv,0.37,0.71,0.66,1.0,0.9,0.51,0.23,0.67,1.0,1.0,0.83,0.88
mediate.csv,0.82,0.92,0.81,0.77,0.8,0.59,0.8,0.55,0.89,0.75,1.0,0.81
mesa3d.csv,0.65,0.74,0.82,0.56,0.7,1.0,0.6,0.86,0.67,1.01,0.55,0.75
pustefix.csv,0.94,0.85,0.88,0.41,0.7,0.86,0.86,0.69,0.95,0.42,0.67,0.63
reaper3d.csv,0.51,1.04,0.54,0.79,0.74,0.95,0.91,0.58,0.38,1.01,0.97,0.71
