,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.56,0.75,0.02,0.35,0.47,0.86,0.67
glelite.csv,0.99,1.0,1.0,1.0,1.0,1.0,0.0
moving-pictures.csv,0.41,0.57,0.48,0.0,0.04,0.28,0.0
plearn.csv,0.0,0.2,0.73,0.61,0.42,0.22,0.33
re2c.csv,0.15,0.0,0.6,0.39,0.43,0.15,0.0
rebecca-aiml.csv,0.14,0.1,0.81,0.32,0.52,0.0,0.0
xfce.csv,0.64,0.61,0.52,0.61,0.01,0.73,0.0
