,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.55,0.44,0.54,0.73,0.77,0.5,0.62
glelite.csv,0.39,0.42,0.35,0.29,0.46,0.4,0.49
moving-pictures.csv,0.48,0.55,0.35,0.5,0.82,0.7,0.62
plearn.csv,0.73,0.8,0.4,0.5,0.94,0.61,0.6
re2c.csv,0.74,0.83,0.43,0.75,0.65,0.67,0.62
rebecca-aiml.csv,0.68,0.83,0.37,0.67,0.63,0.67,0.57
xfce.csv,0.44,0.4,0.48,0.35,0.47,0.48,0.55
