,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.46,1.0,0.41,0.62,0.39
empyrean.csv,0.99,0.38,0.62,0.66,0.66
mplayer-ce.csv,0.58,0.63,0.51,0.49,0.96
nutz.csv,0.52,0.44,0.96,0.39,0.59
yafdotnet.csv,0.68,0.67,0.66,0.97,0.94
