,empyrean.csv,amanda.csv,nutz.csv,yafdotnet.csv,mplayer-ce.csv
amanda.csv,0.67,1.0,0.4,0.43,0.48
empyrean.csv,1.0,0.65,0.35,0.44,0.46
mplayer-ce.csv,0.63,0.61,0.22,0.51,0.99
nutz.csv,0.68,0.5,1.0,0.57,0.45
yafdotnet.csv,0.63,0.6,0.38,1.0,0.47
