,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.07,0.51,0.01,0.18,0.71,0.15,0.4,0.41,0.25,0.06,0.44,0.11,0.13,0.59,0.54,0.43,0.44,0.15,0.32,0.47
blogentis.csv,0.05,0.39,0.02,0.13,0.76,0.11,0.56,0.43,0.06,0.1,0.49,0.09,0.05,0.81,0.37,0.31,0.36,0.14,0.42,0.22
carabiner.csv,0.06,0.45,0.02,0.16,0.88,0.07,0.46,0.5,0.08,0.05,0.43,0.11,0.11,0.36,0.52,0.27,0.21,0.12,0.51,0.54
continuum-ide.csv,0.0,0.36,0.0,0.18,0.27,0.22,0.25,0.29,0.0,0.4,0.49,0.18,0.06,0.51,0.74,0.3,0.21,0.1,0.0,0.08
emulemorph.csv,0.0,0.3,0.07,0.22,0.21,0.0,0.45,0.0,0.35,0.0,0.13,0.0,0.21,0.36,0.21,0.0,0.0,0.21,0.0,0.0
gtad.csv,0.27,0.54,0.01,0.26,0.22,0.22,0.44,0.08,0.1,0.09,0.49,0.33,0.17,0.52,0.33,0.5,0.26,0.18,0.29,0.27
htmlunit.csv,0.1,0.51,0.01,0.22,0.6,0.14,0.36,0.35,0.2,0.0,0.58,0.35,0.14,0.67,0.42,0.41,0.26,0.14,0.41,0.51
jaxen.csv,0.06,0.46,0.02,0.24,0.83,0.14,0.4,0.73,0.38,0.04,0.43,0.56,0.08,0.68,0.39,0.39,0.27,0.1,0.49,0.41
jsr308-langtools.csv,0.05,0.0,0.0,0.0,0.9,0.11,0.41,0.91,0.2,0.03,0.0,0.11,0.0,0.93,0.47,0.36,0.28,0.14,0.5,0.46
jvcl.csv,0.07,0.28,0.33,0.33,0.37,0.1,0.45,0.11,0.22,0.0,0.34,0.19,0.12,0.32,0.36,0.21,0.19,0.0,0.6,0.22
kaffeine.csv,0.06,0.52,0.01,0.19,0.87,0.15,0.43,0.64,0.07,0.04,0.53,0.14,0.1,0.78,0.52,0.45,0.3,0.14,0.46,0.48
m-m-m.csv,0.07,0.39,0.02,0.14,0.64,0.13,0.31,0.83,0.12,0.04,0.39,0.11,0.03,0.57,0.44,0.39,0.25,0.05,0.46,0.47
motu.csv,0.07,0.5,0.03,0.2,0.66,0.1,0.39,0.67,0.17,0.0,0.46,0.09,0.13,0.71,0.32,0.56,0.29,0.17,0.52,0.5
nh3d.csv,0.05,0.48,0.8,0.0,0.9,0.12,0.41,0.91,0.2,0.03,0.36,0.11,0.0,0.71,0.47,0.36,0.28,0.14,0.57,0.46
sarasvati.csv,0.13,0.35,0.02,0.09,0.22,0.3,0.29,0.42,0.06,0.09,0.36,0.11,0.0,0.61,0.47,0.38,0.32,0.11,0.43,0.47
stemkit.csv,0.0,0.31,0.0,0.25,0.62,0.0,0.31,0.69,0.25,0.0,0.38,0.0,0.17,0.59,0.36,0.18,0.18,0.25,0.46,0.17
taokgame.csv,0.08,0.0,0.0,0.15,0.15,0.05,0.23,0.11,0.71,0.0,0.04,0.08,0.16,0.29,0.28,0.0,0.21,0.12,0.47,0.3
wgs-assembler.csv,0.14,0.52,0.01,0.19,0.42,0.17,0.49,0.3,0.11,0.06,0.46,0.18,0.12,0.74,0.42,0.45,0.35,0.13,0.33,0.54
zabbix.csv,0.08,0.5,0.0,0.26,0.66,0.12,0.23,0.51,0.13,0.0,0.34,0.07,0.09,0.7,0.17,0.27,0.19,0.25,0.54,0.19
