,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.04,0.4,0.0,0.1,1.0,0.08,0.27,0.82,0.16,0.03,0.4,0.06,0.07,0.71,0.38,0.27,0.34,0.09,0.27,0.37
blogentis.csv,0.03,0.34,0.01,0.09,0.77,0.07,0.46,0.83,0.04,0.05,0.37,0.05,0.03,0.78,0.25,0.31,0.28,0.08,0.32,0.6
carabiner.csv,0.03,0.39,0.01,0.09,0.89,0.04,0.31,0.86,0.05,0.03,0.3,0.06,0.06,0.78,0.36,0.19,0.14,0.06,0.37,0.47
continuum-ide.csv,0.0,0.34,0.0,0.12,0.53,0.29,0.5,0.75,0.0,0.25,0.44,0.17,0.04,0.85,0.67,0.29,0.22,0.07,0.0,0.5
emulemorph.csv,0.0,0.53,0.04,0.17,0.86,0.0,0.41,0.0,0.31,0.0,0.75,0.0,0.12,0.78,1.0,0.0,0.0,0.14,0.0,0.0
gtad.csv,0.15,0.41,0.01,0.19,1.0,0.15,0.34,1.0,0.09,0.05,0.62,0.29,0.1,0.92,0.32,0.37,0.28,0.12,1.0,0.5
htmlunit.csv,0.05,0.36,0.0,0.13,1.0,0.08,0.25,1.0,0.13,0.0,0.53,0.25,0.08,0.89,0.32,0.26,0.18,0.08,0.62,0.36
jaxen.csv,0.03,0.33,0.01,0.14,0.8,0.08,0.26,0.81,0.24,0.02,0.36,0.38,0.04,0.61,0.27,0.25,0.16,0.05,0.66,0.28
jsr308-langtools.csv,0.03,0.0,0.0,0.0,0.82,0.06,0.26,0.84,0.11,0.02,0.0,0.06,0.0,0.93,0.3,0.22,0.16,0.08,0.37,0.3
jvcl.csv,0.04,0.42,0.5,0.23,1.0,0.1,0.37,1.0,0.13,0.0,0.41,0.11,0.07,0.75,0.29,0.33,0.19,0.0,0.86,0.29
kaffeine.csv,0.03,0.38,0.01,0.11,1.0,0.08,0.27,0.87,0.04,0.02,0.37,0.08,0.06,0.64,0.35,0.29,0.18,0.08,0.34,0.35
m-m-m.csv,0.04,0.41,0.01,0.08,0.92,0.07,0.21,0.97,0.07,0.02,0.27,0.06,0.02,0.55,0.32,0.25,0.15,0.03,0.34,0.31
motu.csv,0.03,0.39,0.02,0.11,0.82,0.05,0.24,0.83,0.1,0.0,0.3,0.05,0.07,0.6,0.29,0.43,0.18,0.1,0.38,0.36
nh3d.csv,0.03,0.42,0.67,0.0,0.82,0.06,0.26,0.84,0.11,0.02,0.52,0.06,0.0,0.59,0.3,0.22,0.16,0.08,0.4,0.3
sarasvati.csv,0.07,0.41,0.01,0.05,1.0,0.18,0.22,0.88,0.04,0.05,0.33,0.06,0.0,0.79,0.37,0.28,0.23,0.08,0.33,0.41
stemkit.csv,0.0,0.47,0.0,0.15,0.83,0.0,0.29,0.83,0.16,0.0,0.43,0.0,0.09,0.93,0.8,0.15,0.13,0.15,0.5,0.15
taokgame.csv,0.05,0.0,0.0,0.1,1.0,0.03,0.26,1.0,0.56,0.0,0.12,0.05,0.09,0.55,0.33,0.0,0.15,0.1,0.48,0.33
wgs-assembler.csv,0.07,0.49,0.0,0.1,1.0,0.1,0.34,1.0,0.07,0.03,0.47,0.1,0.07,0.83,0.35,0.31,0.24,0.08,0.67,0.44
zabbix.csv,0.04,0.37,0.0,0.16,1.0,0.07,0.21,0.9,0.08,0.0,0.39,0.04,0.05,0.79,0.33,0.19,0.12,0.15,0.69,0.16
