,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.5,0.72,0.25,1.0,0.55,0.73,0.83,0.27,0.6,1.0,0.49,0.4,0.83,0.5,0.94,1.0,0.62,0.67,0.4,0.64
blogentis.csv,0.5,0.46,0.75,0.25,0.76,0.27,0.71,0.29,0.1,1.0,0.75,0.4,0.33,0.83,0.71,0.31,0.52,0.67,0.62,0.14
carabiner.csv,1.0,0.54,0.25,0.75,0.86,0.18,0.88,0.35,0.3,1.0,0.79,0.8,0.83,0.23,0.94,0.46,0.48,0.67,0.85,0.64
continuum-ide.csv,0.0,0.38,0.0,0.38,0.18,0.18,0.17,0.18,0.0,1.0,0.54,0.2,0.17,0.37,0.82,0.31,0.19,0.17,0.0,0.05
emulemorph.csv,0.0,0.21,0.25,0.31,0.12,0.0,0.5,0.0,0.4,0.0,0.07,0.0,0.67,0.23,0.12,0.0,0.0,0.5,0.0,0.0
gtad.csv,1.0,0.77,0.25,0.38,0.12,0.45,0.62,0.04,0.1,1.0,0.4,0.4,0.5,0.37,0.35,0.77,0.24,0.33,0.17,0.18
htmlunit.csv,1.0,0.87,0.25,0.62,0.43,0.82,0.67,0.22,0.4,0.0,0.64,0.6,0.67,0.53,0.59,1.0,0.48,0.5,0.31,0.86
jaxen.csv,1.0,0.74,1.0,0.81,0.88,0.64,0.83,0.67,0.9,1.0,0.52,1.0,0.67,0.77,0.71,0.92,0.86,0.5,0.38,0.73
jsr308-langtools.csv,1.0,0.0,0.0,0.0,1.0,0.91,1.0,1.0,0.9,1.0,0.0,1.0,0.0,0.93,1.0,1.0,1.0,1.0,0.8,1.0
jvcl.csv,0.5,0.21,0.25,0.62,0.22,0.09,0.58,0.06,0.6,0.0,0.29,0.8,0.5,0.2,0.47,0.15,0.19,0.0,0.46,0.18
kaffeine.csv,1.0,0.82,0.25,1.0,0.78,0.73,0.96,0.51,0.2,1.0,0.92,0.8,0.83,1.0,1.0,1.0,0.81,0.83,0.71,0.77
m-m-m.csv,0.5,0.38,0.5,0.56,0.49,0.82,0.67,0.73,0.4,1.0,0.69,1.0,0.17,0.6,0.71,1.0,0.71,0.17,0.71,1.0
motu.csv,1.0,0.72,1.0,1.0,0.55,0.73,0.92,0.57,0.5,0.0,0.93,0.8,0.83,0.87,0.35,0.77,0.76,0.5,0.8,0.82
nh3d.csv,1.0,0.56,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28,1.0,0.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0
sarasvati.csv,1.0,0.31,0.5,0.31,0.12,0.82,0.42,0.27,0.1,1.0,0.39,0.8,0.0,0.5,0.65,0.62,0.52,0.17,0.62,0.55
stemkit.csv,0.0,0.23,0.0,0.88,0.49,0.0,0.33,0.59,0.6,0.0,0.34,0.0,0.83,0.43,0.24,0.23,0.29,0.67,0.43,0.18
taokgame.csv,0.5,0.0,0.0,0.38,0.08,0.09,0.21,0.06,1.0,0.0,0.02,0.2,0.5,0.2,0.24,0.0,0.38,0.17,0.46,0.27
wgs-assembler.csv,1.0,0.56,0.25,0.94,0.27,0.64,0.92,0.18,0.2,1.0,0.45,0.8,0.67,0.67,0.53,0.85,0.62,0.5,0.22,0.68
zabbix.csv,1.0,0.77,0.0,0.81,0.49,0.55,0.25,0.35,0.3,0.0,0.3,0.2,0.33,0.63,0.12,0.46,0.48,0.67,0.45,0.23
