,octave.csv,zildo.csv,customsagetv.csv,alleg.csv,ctrlr.csv,xfce.csv,glas.csv,xcf.csv,tango-cs.csv
alleg.csv,0.26,0.5,0.58,0.98,0.55,0.6,0.42,0.52,0.54
ctrlr.csv,0.0,0.04,0.04,0.02,0.95,0.3,0.05,0.0,0.12
customsagetv.csv,0.0,0.3,0.98,0.14,0.31,0.12,0.0,0.06,0.2
glas.csv,0.26,0.43,0.3,0.3,0.28,0.35,0.99,0.49,0.41
octave.csv,0.98,0.3,0.71,0.42,0.15,0.17,0.09,0.37,0.43
tango-cs.csv,0.14,0.4,0.21,0.3,0.32,0.42,0.42,0.41,0.95
xcf.csv,0.29,0.65,0.69,0.7,0.37,0.78,0.44,0.97,0.56
xfce.csv,0.39,0.66,0.44,0.62,0.43,0.99,0.55,0.62,0.51
zildo.csv,0.24,0.99,0.16,0.47,0.14,0.57,0.33,0.41,0.25
