,octave.csv,zildo.csv,customsagetv.csv,alleg.csv,ctrlr.csv,xfce.csv,glas.csv,xcf.csv,tango-cs.csv
alleg.csv,0.77,0.57,0.57,0.52,0.79,0.61,0.71,0.58,0.41
ctrlr.csv,0.0,0.67,0.8,0.5,0.95,0.98,0.75,0.67,0.67
customsagetv.csv,0.0,0.9,0.5,0.9,0.91,0.92,0.0,0.0,0.83
glas.csv,0.57,0.59,0.72,0.81,0.73,0.77,0.61,0.65,0.7
octave.csv,0.9,0.95,0.43,0.61,0.94,0.96,0.86,0.81,0.48
tango-cs.csv,0.95,0.77,0.83,0.96,0.76,0.85,0.65,0.75,0.6
xcf.csv,0.43,0.38,0.35,0.44,0.64,0.43,0.6,0.47,0.41
xfce.csv,0.48,0.37,0.38,0.37,0.59,0.47,0.58,0.38,0.36
zildo.csv,0.63,0.47,0.9,0.46,0.62,0.59,0.78,0.75,0.95
