,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.0,0.0,36.0,1.0
jlinalg.csv,0.0,0.0,41.0,0.0
qmmp.csv,0.0,0.0,30.0,0.0
yale.csv,0.0,0.0,0.0,2.0
