,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.5,0.98,0.44,0.34
jlinalg.csv,1.0,0.51,0.67,0.59
qmmp.csv,0.75,0.62,0.6,0.97
yale.csv,0.17,0.49,0.9,0.35
