,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.58,0.03,0.65,0.72
jlinalg.csv,0.0,0.82,0.56,0.74
qmmp.csv,0.34,0.64,0.55,0.04
yale.csv,0.86,0.79,0.12,0.98
